State,County,Yr,Year Group,Age Group,Which,Crime,Arrests
Colorado,La Plata,1998,1995-1999,Adult,Drug,Drugs,142
Colorado,La Plata,1999,1995-1999,Adult,Drug,Drugs,152
Colorado,La Plata,2000,2000-2004,Adult,Drug,Drugs,137
Colorado,La Plata,2001,2000-2004,Adult,Drug,Drugs,123
Colorado,La Plata,2002,2000-2004,Adult,Drug,Drugs,140
Colorado,La Plata,2003,2000-2004,Adult,Drug,Drugs,142
Colorado,La Plata,2004,2000-2004,Adult,Drug,Drugs,155
Colorado,La Plata,2005,2005-2009,Adult,Drug,Drugs,169
Colorado,Lake,1992,1992-1994,Adult,Violent,Homicide,0
Colorado,Lake,1993,1992-1994,Adult,Violent,Homicide,1
Colorado,Lake,1994,1992-1994,Adult,Violent,Homicide,0
Colorado,Lake,1995,1995-1999,Adult,Violent,Homicide,0
Colorado,Lake,1996,1995-1999,Adult,Violent,Homicide,0
Colorado,Lake,1997,1995-1999,Adult,Violent,Homicide,0
Colorado,Lake,1998,1995-1999,Adult,Violent,Homicide,0
Colorado,Lake,1999,1995-1999,Adult,Violent,Homicide,1
Colorado,Lake,2000,2000-2004,Adult,Violent,Homicide,0
Colorado,Lake,2001,2000-2004,Adult,Violent,Homicide,0
Colorado,Lake,2002,2000-2004,Adult,Violent,Homicide,0
Colorado,Lake,2003,2000-2004,Adult,Violent,Homicide,0
Colorado,Lake,2004,2000-2004,Adult,Violent,Homicide,0
Colorado,Lake,2005,2005-2009,Adult,Violent,Homicide,0
Colorado,Lake,1992,1992-1994,Adult,Violent,Rape,1
Colorado,Lake,1993,1992-1994,Adult,Violent,Rape,1
Colorado,Lake,1994,1992-1994,Adult,Violent,Rape,0
Colorado,Lake,1995,1995-1999,Adult,Violent,Rape,0
Colorado,Lake,1996,1995-1999,Adult,Violent,Rape,2
Colorado,Lake,1997,1995-1999,Adult,Violent,Rape,0
Colorado,Lake,1998,1995-1999,Adult,Violent,Rape,0
Colorado,Lake,1999,1995-1999,Adult,Violent,Rape,0
Colorado,Lake,2000,2000-2004,Adult,Violent,Rape,0
Colorado,Lake,2001,2000-2004,Adult,Violent,Rape,0
Colorado,Lake,2002,2000-2004,Adult,Violent,Rape,1
Colorado,Lake,2003,2000-2004,Adult,Violent,Rape,0
Colorado,Lake,2004,2000-2004,Adult,Violent,Rape,0
Colorado,Lake,2005,2005-2009,Adult,Violent,Rape,0
Colorado,Lake,1992,1992-1994,Adult,Violent,Robbery,0
Colorado,Lake,1993,1992-1994,Adult,Violent,Robbery,0
Colorado,Lake,1994,1992-1994,Adult,Violent,Robbery,0
Colorado,Lake,1995,1995-1999,Adult,Violent,Robbery,0
Colorado,Lake,1996,1995-1999,Adult,Violent,Robbery,0
Colorado,Lake,1997,1995-1999,Adult,Violent,Robbery,0
Colorado,Lake,1998,1995-1999,Adult,Violent,Robbery,0
Colorado,Lake,1999,1995-1999,Adult,Violent,Robbery,0
Colorado,Lake,2000,2000-2004,Adult,Violent,Robbery,0
Colorado,Lake,2001,2000-2004,Adult,Violent,Robbery,0
Colorado,Lake,2002,2000-2004,Adult,Violent,Robbery,0
Colorado,Lake,2003,2000-2004,Adult,Violent,Robbery,0
Colorado,Lake,2004,2000-2004,Adult,Violent,Robbery,0
Colorado,Lake,2005,2005-2009,Adult,Violent,Robbery,0
Colorado,Lake,1992,1992-1994,Adult,Violent,Aggravated Assault,10
Colorado,Lake,1993,1992-1994,Adult,Violent,Aggravated Assault,5
Colorado,Lake,1994,1992-1994,Adult,Violent,Aggravated Assault,12
Colorado,Lake,1995,1995-1999,Adult,Violent,Aggravated Assault,5
Colorado,Lake,1996,1995-1999,Adult,Violent,Aggravated Assault,2
Colorado,Lake,1997,1995-1999,Adult,Violent,Aggravated Assault,8
Colorado,Lake,1998,1995-1999,Adult,Violent,Aggravated Assault,2
Colorado,Lake,1999,1995-1999,Adult,Violent,Aggravated Assault,0
Colorado,Lake,2000,2000-2004,Adult,Violent,Aggravated Assault,5
Colorado,Lake,2001,2000-2004,Adult,Violent,Aggravated Assault,9
Colorado,Lake,2002,2000-2004,Adult,Violent,Aggravated Assault,20
Colorado,Lake,2003,2000-2004,Adult,Violent,Aggravated Assault,23
Colorado,Lake,2004,2000-2004,Adult,Violent,Aggravated Assault,17
Colorado,Lake,2005,2005-2009,Adult,Violent,Aggravated Assault,10
Colorado,Lake,1992,1992-1994,Adult,Property,Burglary,0
Colorado,Lake,1993,1992-1994,Adult,Property,Burglary,1
Colorado,Lake,1994,1992-1994,Adult,Property,Burglary,1
Colorado,Lake,1995,1995-1999,Adult,Property,Burglary,3
Colorado,Lake,1996,1995-1999,Adult,Property,Burglary,0
Colorado,Lake,1997,1995-1999,Adult,Property,Burglary,0
Colorado,Lake,1998,1995-1999,Adult,Property,Burglary,2
Colorado,Lake,1999,1995-1999,Adult,Property,Burglary,0
Colorado,Lake,2000,2000-2004,Adult,Property,Burglary,4
Colorado,Lake,2001,2000-2004,Adult,Property,Burglary,5
Colorado,Lake,2002,2000-2004,Adult,Property,Burglary,0
Colorado,Lake,2003,2000-2004,Adult,Property,Burglary,2
Colorado,Lake,2004,2000-2004,Adult,Property,Burglary,1
Colorado,Lake,2005,2005-2009,Adult,Property,Burglary,1
Colorado,Lake,1992,1992-1994,Adult,Property,Larceny/Theft,11
Colorado,Lake,1993,1992-1994,Adult,Property,Larceny/Theft,16
Colorado,Lake,1994,1992-1994,Adult,Property,Larceny/Theft,13
Colorado,Lake,1995,1995-1999,Adult,Property,Larceny/Theft,10
Colorado,Lake,1996,1995-1999,Adult,Property,Larceny/Theft,8
Colorado,Lake,1997,1995-1999,Adult,Property,Larceny/Theft,9
Colorado,Lake,1998,1995-1999,Adult,Property,Larceny/Theft,3
Colorado,Lake,1999,1995-1999,Adult,Property,Larceny/Theft,4
Colorado,Lake,2000,2000-2004,Adult,Property,Larceny/Theft,6
Colorado,Lake,2001,2000-2004,Adult,Property,Larceny/Theft,10
Colorado,Lake,2002,2000-2004,Adult,Property,Larceny/Theft,8
Colorado,Lake,2003,2000-2004,Adult,Property,Larceny/Theft,5
Colorado,Lake,2004,2000-2004,Adult,Property,Larceny/Theft,1
Colorado,Lake,2005,2005-2009,Adult,Property,Larceny/Theft,4
Colorado,Lake,1992,1992-1994,Adult,Property,Motor Vehicle Theft,2
Colorado,Lake,1993,1992-1994,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,1994,1992-1994,Adult,Property,Motor Vehicle Theft,1
Colorado,Lake,1995,1995-1999,Adult,Property,Motor Vehicle Theft,4
Colorado,Lake,1996,1995-1999,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,1997,1995-1999,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,1998,1995-1999,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,1999,1995-1999,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,2000,2000-2004,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,2001,2000-2004,Adult,Property,Motor Vehicle Theft,1
Colorado,Lake,2002,2000-2004,Adult,Property,Motor Vehicle Theft,1
Colorado,Lake,2003,2000-2004,Adult,Property,Motor Vehicle Theft,1
Colorado,Lake,2004,2000-2004,Adult,Property,Motor Vehicle Theft,0
Colorado,Lake,2005,2005-2009,Adult,Property,Motor Vehicle Theft,1
Colorado,Lake,1992,1992-1994,Adult,Property,Arson,0
Colorado,Lake,1993,1992-1994,Adult,Property,Arson,0
Colorado,Lake,1994,1992-1994,Adult,Property,Arson,0
Colorado,Lake,1995,1995-1999,Adult,Property,Arson,0
Colorado,Lake,1996,1995-1999,Adult,Property,Arson,0
Colorado,Lake,1997,1995-1999,Adult,Property,Arson,0
Colorado,Lake,1998,1995-1999,Adult,Property,Arson,0
Colorado,Lake,1999,1995-1999,Adult,Property,Arson,0
Colorado,Lake,2000,2000-2004,Adult,Property,Arson,0
Colorado,Lake,2001,2000-2004,Adult,Property,Arson,0
Colorado,Lake,2002,2000-2004,Adult,Property,Arson,0
Colorado,Lake,2003,2000-2004,Adult,Property,Arson,0
Colorado,Lake,2004,2000-2004,Adult,Property,Arson,0
Colorado,Lake,2005,2005-2009,Adult,Property,Arson,0
Colorado,Lake,1992,1992-1994,Adult,Drug,Drugs,12
Colorado,Lake,1993,1992-1994,Adult,Drug,Drugs,16
Colorado,Lake,1995,1995-1999,Adult,Drug,Drugs,1
Colorado,Lake,1996,1995-1999,Adult,Drug,Drugs,2
Colorado,Lake,1997,1995-1999,Adult,Drug,Drugs,2
Colorado,Lake,1998,1995-1999,Adult,Drug,Drugs,1
Colorado,Lake,1999,1995-1999,Adult,Drug,Drugs,9
Colorado,Lake,2000,2000-2004,Adult,Drug,Drugs,12
Colorado,Lake,2001,2000-2004,Adult,Drug,Drugs,7
Colorado,Lake,2002,2000-2004,Adult,Drug,Drugs,13
Colorado,Lake,2003,2000-2004,Adult,Drug,Drugs,40
Colorado,Lake,2004,2000-2004,Adult,Drug,Drugs,25
Colorado,Lake,2005,2005-2009,Adult,Drug,Drugs,12
Colorado,Larimer,1992,1992-1994,Adult,Violent,Homicide,2
Colorado,Larimer,1993,1992-1994,Adult,Violent,Homicide,0
Colorado,Larimer,1994,1992-1994,Adult,Violent,Homicide,3
Colorado,Larimer,1995,1995-1999,Adult,Violent,Homicide,7
Colorado,Larimer,1996,1995-1999,Adult,Violent,Homicide,1
Colorado,Larimer,1997,1995-1999,Adult,Violent,Homicide,2
Colorado,Larimer,1998,1995-1999,Adult,Violent,Homicide,3
Colorado,Larimer,1999,1995-1999,Adult,Violent,Homicide,6
Colorado,Larimer,2000,2000-2004,Adult,Violent,Homicide,0
Colorado,Larimer,2001,2000-2004,Adult,Violent,Homicide,3
Colorado,Larimer,2002,2000-2004,Adult,Violent,Homicide,3
Colorado,Larimer,2003,2000-2004,Adult,Violent,Homicide,5
Colorado,Larimer,2004,2000-2004,Adult,Violent,Homicide,2
Colorado,Larimer,2005,2005-2009,Adult,Violent,Homicide,3
Colorado,Larimer,1992,1992-1994,Adult,Violent,Rape,7
Colorado,Larimer,1993,1992-1994,Adult,Violent,Rape,14
Colorado,Larimer,1994,1992-1994,Adult,Violent,Rape,17
Colorado,Larimer,1995,1995-1999,Adult,Violent,Rape,30
Colorado,Larimer,1996,1995-1999,Adult,Violent,Rape,34
Colorado,Larimer,1997,1995-1999,Adult,Violent,Rape,34
Colorado,Larimer,1998,1995-1999,Adult,Violent,Rape,30
Colorado,Larimer,1999,1995-1999,Adult,Violent,Rape,29
Colorado,Larimer,2000,2000-2004,Adult,Violent,Rape,29
Colorado,Larimer,2001,2000-2004,Adult,Violent,Rape,30
Colorado,Larimer,2002,2000-2004,Adult,Violent,Rape,39
Colorado,Larimer,2003,2000-2004,Adult,Violent,Rape,56
Colorado,Larimer,2004,2000-2004,Adult,Violent,Rape,37
Colorado,Larimer,2005,2005-2009,Adult,Violent,Rape,30
Colorado,Larimer,1992,1992-1994,Adult,Violent,Robbery,4
Colorado,Larimer,1993,1992-1994,Adult,Violent,Robbery,4
Colorado,Larimer,1994,1992-1994,Adult,Violent,Robbery,6
Colorado,Larimer,1995,1995-1999,Adult,Violent,Robbery,16
Colorado,Larimer,1996,1995-1999,Adult,Violent,Robbery,19
Colorado,Larimer,1997,1995-1999,Adult,Violent,Robbery,21
Colorado,Larimer,1998,1995-1999,Adult,Violent,Robbery,16
Colorado,Larimer,1999,1995-1999,Adult,Violent,Robbery,19
Colorado,Larimer,2000,2000-2004,Adult,Violent,Robbery,9
Colorado,Larimer,2001,2000-2004,Adult,Violent,Robbery,23
Colorado,Larimer,2002,2000-2004,Adult,Violent,Robbery,29
Colorado,Larimer,2003,2000-2004,Adult,Violent,Robbery,43
Colorado,Larimer,2004,2000-2004,Adult,Violent,Robbery,13
Colorado,Larimer,2005,2005-2009,Adult,Violent,Robbery,14
Colorado,Larimer,1992,1992-1994,Adult,Violent,Aggravated Assault,80
Colorado,Larimer,1993,1992-1994,Adult,Violent,Aggravated Assault,136
Colorado,Larimer,1994,1992-1994,Adult,Violent,Aggravated Assault,92
Colorado,Larimer,1995,1995-1999,Adult,Violent,Aggravated Assault,120
Colorado,Larimer,1996,1995-1999,Adult,Violent,Aggravated Assault,128
Colorado,Larimer,1997,1995-1999,Adult,Violent,Aggravated Assault,123
Colorado,Larimer,1998,1995-1999,Adult,Violent,Aggravated Assault,153
Colorado,Larimer,1999,1995-1999,Adult,Violent,Aggravated Assault,123
Colorado,Larimer,2000,2000-2004,Adult,Violent,Aggravated Assault,135
Colorado,Larimer,2001,2000-2004,Adult,Violent,Aggravated Assault,134
Colorado,Larimer,2002,2000-2004,Adult,Violent,Aggravated Assault,173
Colorado,Larimer,2003,2000-2004,Adult,Violent,Aggravated Assault,166
Colorado,Larimer,2004,2000-2004,Adult,Violent,Aggravated Assault,156
Colorado,Larimer,2005,2005-2009,Adult,Violent,Aggravated Assault,129
Colorado,Larimer,1992,1992-1994,Adult,Property,Burglary,45
Colorado,Larimer,1993,1992-1994,Adult,Property,Burglary,69
Colorado,Larimer,1994,1992-1994,Adult,Property,Burglary,85
Colorado,Larimer,1995,1995-1999,Adult,Property,Burglary,94
Colorado,Larimer,1996,1995-1999,Adult,Property,Burglary,110
Colorado,Larimer,1997,1995-1999,Adult,Property,Burglary,107
Colorado,Larimer,1998,1995-1999,Adult,Property,Burglary,104
Colorado,Larimer,1999,1995-1999,Adult,Property,Burglary,120
Colorado,Larimer,2000,2000-2004,Adult,Property,Burglary,91
Colorado,Larimer,2001,2000-2004,Adult,Property,Burglary,129
Colorado,Larimer,2002,2000-2004,Adult,Property,Burglary,159
Colorado,Larimer,2003,2000-2004,Adult,Property,Burglary,105
Colorado,Larimer,2004,2000-2004,Adult,Property,Burglary,165
Colorado,Larimer,2005,2005-2009,Adult,Property,Burglary,132
Colorado,Larimer,1992,1992-1994,Adult,Property,Larceny/Theft,367
Colorado,Larimer,1993,1992-1994,Adult,Property,Larceny/Theft,353
Colorado,Larimer,1994,1992-1994,Adult,Property,Larceny/Theft,754
Colorado,Larimer,1995,1995-1999,Adult,Property,Larceny/Theft,855
Colorado,Larimer,1996,1995-1999,Adult,Property,Larceny/Theft,790
Colorado,Larimer,1997,1995-1999,Adult,Property,Larceny/Theft,828
Colorado,Larimer,1998,1995-1999,Adult,Property,Larceny/Theft,844
Colorado,Larimer,1999,1995-1999,Adult,Property,Larceny/Theft,692
Colorado,Larimer,2000,2000-2004,Adult,Property,Larceny/Theft,791
Colorado,Larimer,2001,2000-2004,Adult,Property,Larceny/Theft,832
Colorado,Larimer,2002,2000-2004,Adult,Property,Larceny/Theft,856
Colorado,Larimer,2003,2000-2004,Adult,Property,Larceny/Theft,687
Colorado,Larimer,2004,2000-2004,Adult,Property,Larceny/Theft,818
Colorado,Larimer,2005,2005-2009,Adult,Property,Larceny/Theft,752
Colorado,Larimer,1992,1992-1994,Adult,Property,Motor Vehicle Theft,13
Colorado,Larimer,1993,1992-1994,Adult,Property,Motor Vehicle Theft,13
Colorado,Larimer,1994,1992-1994,Adult,Property,Motor Vehicle Theft,39
Colorado,Larimer,1995,1995-1999,Adult,Property,Motor Vehicle Theft,42
Colorado,Larimer,1996,1995-1999,Adult,Property,Motor Vehicle Theft,44
Colorado,Larimer,1997,1995-1999,Adult,Property,Motor Vehicle Theft,36
Colorado,Larimer,1998,1995-1999,Adult,Property,Motor Vehicle Theft,35
Colorado,Larimer,1999,1995-1999,Adult,Property,Motor Vehicle Theft,34
Colorado,Larimer,2000,2000-2004,Adult,Property,Motor Vehicle Theft,77
Colorado,Larimer,2001,2000-2004,Adult,Property,Motor Vehicle Theft,53
Colorado,Larimer,2002,2000-2004,Adult,Property,Motor Vehicle Theft,60
Colorado,Larimer,2003,2000-2004,Adult,Property,Motor Vehicle Theft,74
Colorado,Larimer,2004,2000-2004,Adult,Property,Motor Vehicle Theft,83
Colorado,Larimer,2005,2005-2009,Adult,Property,Motor Vehicle Theft,58
Colorado,Larimer,1992,1992-1994,Adult,Property,Arson,4
Colorado,Larimer,1993,1992-1994,Adult,Property,Arson,0
Colorado,Larimer,1994,1992-1994,Adult,Property,Arson,3
Colorado,Larimer,1995,1995-1999,Adult,Property,Arson,5
Colorado,Larimer,1996,1995-1999,Adult,Property,Arson,6
Colorado,Larimer,1997,1995-1999,Adult,Property,Arson,3
Colorado,Larimer,1998,1995-1999,Adult,Property,Arson,5
Colorado,Larimer,1999,1995-1999,Adult,Property,Arson,6
Colorado,Larimer,2000,2000-2004,Adult,Property,Arson,4
Colorado,Larimer,2001,2000-2004,Adult,Property,Arson,14
Colorado,Larimer,2002,2000-2004,Adult,Property,Arson,26
Colorado,Larimer,2003,2000-2004,Adult,Property,Arson,29
Colorado,Larimer,2004,2000-2004,Adult,Property,Arson,6
Colorado,Larimer,2005,2005-2009,Adult,Property,Arson,7
Colorado,Larimer,1992,1992-1994,Adult,Drug,Drugs,162
Colorado,Larimer,1993,1992-1994,Adult,Drug,Drugs,172
Colorado,Larimer,1995,1995-1999,Adult,Drug,Drugs,324
Colorado,Larimer,1996,1995-1999,Adult,Drug,Drugs,389
Colorado,Larimer,1997,1995-1999,Adult,Drug,Drugs,518
Colorado,Larimer,1998,1995-1999,Adult,Drug,Drugs,426
Colorado,Larimer,1999,1995-1999,Adult,Drug,Drugs,493
Colorado,Larimer,2000,2000-2004,Adult,Drug,Drugs,529
Colorado,Larimer,2001,2000-2004,Adult,Drug,Drugs,612
Colorado,Larimer,2002,2000-2004,Adult,Drug,Drugs,667
Colorado,Larimer,2003,2000-2004,Adult,Drug,Drugs,727
Colorado,Larimer,2004,2000-2004,Adult,Drug,Drugs,1073
Colorado,Larimer,2005,2005-2009,Adult,Drug,Drugs,778
Colorado,Las Animas,1992,1992-1994,Adult,Violent,Homicide,1
Colorado,Las Animas,1993,1992-1994,Adult,Violent,Homicide,0
Colorado,Las Animas,1994,1992-1994,Adult,Violent,Homicide,0
Colorado,Las Animas,1995,1995-1999,Adult,Violent,Homicide,2
Colorado,Las Animas,1996,1995-1999,Adult,Violent,Homicide,2
Colorado,Las Animas,1997,1995-1999,Adult,Violent,Homicide,1
Colorado,Las Animas,1998,1995-1999,Adult,Violent,Homicide,0
Colorado,Las Animas,1999,1995-1999,Adult,Violent,Homicide,0
Colorado,Las Animas,2000,2000-2004,Adult,Violent,Homicide,0
Colorado,Las Animas,2002,2000-2004,Adult,Violent,Homicide,1
Colorado,Las Animas,2003,2000-2004,Adult,Violent,Homicide,0
Colorado,Las Animas,2004,2000-2004,Adult,Violent,Homicide,0
Colorado,Las Animas,2005,2005-2009,Adult,Violent,Homicide,0
Colorado,Las Animas,1992,1992-1994,Adult,Violent,Rape,3
Colorado,Las Animas,1993,1992-1994,Adult,Violent,Rape,1
Colorado,Las Animas,1994,1992-1994,Adult,Violent,Rape,1
Colorado,Las Animas,1995,1995-1999,Adult,Violent,Rape,1
Colorado,Las Animas,1996,1995-1999,Adult,Violent,Rape,0
Colorado,Las Animas,1997,1995-1999,Adult,Violent,Rape,0
Colorado,Las Animas,1998,1995-1999,Adult,Violent,Rape,5
Colorado,Las Animas,1999,1995-1999,Adult,Violent,Rape,0
Colorado,Las Animas,2000,2000-2004,Adult,Violent,Rape,1
Colorado,Las Animas,2002,2000-2004,Adult,Violent,Rape,0
Colorado,Las Animas,2003,2000-2004,Adult,Violent,Rape,1
Colorado,Las Animas,2004,2000-2004,Adult,Violent,Rape,3
Colorado,Las Animas,2005,2005-2009,Adult,Violent,Rape,1
Colorado,Las Animas,1992,1992-1994,Adult,Violent,Robbery,2
Colorado,Las Animas,1993,1992-1994,Adult,Violent,Robbery,0
Colorado,Las Animas,1994,1992-1994,Adult,Violent,Robbery,6
Colorado,Las Animas,1995,1995-1999,Adult,Violent,Robbery,3
Colorado,Las Animas,1996,1995-1999,Adult,Violent,Robbery,1
Colorado,Las Animas,1997,1995-1999,Adult,Violent,Robbery,0
Colorado,Las Animas,1998,1995-1999,Adult,Violent,Robbery,1
Colorado,Las Animas,1999,1995-1999,Adult,Violent,Robbery,0
Colorado,Las Animas,2000,2000-2004,Adult,Violent,Robbery,0
Colorado,Las Animas,2002,2000-2004,Adult,Violent,Robbery,2
Colorado,Las Animas,2003,2000-2004,Adult,Violent,Robbery,0
Colorado,Las Animas,2004,2000-2004,Adult,Violent,Robbery,0
Colorado,Las Animas,2005,2005-2009,Adult,Violent,Robbery,0
Colorado,Las Animas,1992,1992-1994,Adult,Violent,Aggravated Assault,25
Colorado,Las Animas,1993,1992-1994,Adult,Violent,Aggravated Assault,29
Colorado,Las Animas,1994,1992-1994,Adult,Violent,Aggravated Assault,22
Colorado,Las Animas,1995,1995-1999,Adult,Violent,Aggravated Assault,33
Colorado,Las Animas,1996,1995-1999,Adult,Violent,Aggravated Assault,24
Colorado,Las Animas,1997,1995-1999,Adult,Violent,Aggravated Assault,17
Colorado,Las Animas,1998,1995-1999,Adult,Violent,Aggravated Assault,29
Colorado,Las Animas,1999,1995-1999,Adult,Violent,Aggravated Assault,20
Colorado,Las Animas,2000,2000-2004,Adult,Violent,Aggravated Assault,34
Colorado,Las Animas,2002,2000-2004,Adult,Violent,Aggravated Assault,24
Colorado,Las Animas,2003,2000-2004,Adult,Violent,Aggravated Assault,48
Colorado,Las Animas,2004,2000-2004,Adult,Violent,Aggravated Assault,22
Colorado,Las Animas,2005,2005-2009,Adult,Violent,Aggravated Assault,33
Colorado,Las Animas,1992,1992-1994,Adult,Property,Burglary,8
Colorado,Las Animas,1993,1992-1994,Adult,Property,Burglary,10
Colorado,Las Animas,1994,1992-1994,Adult,Property,Burglary,22
Colorado,Las Animas,1995,1995-1999,Adult,Property,Burglary,15
Colorado,Las Animas,1996,1995-1999,Adult,Property,Burglary,10
Colorado,Las Animas,1997,1995-1999,Adult,Property,Burglary,11
Colorado,Las Animas,1998,1995-1999,Adult,Property,Burglary,10
Colorado,Las Animas,1999,1995-1999,Adult,Property,Burglary,10
Colorado,Las Animas,2000,2000-2004,Adult,Property,Burglary,5
Colorado,Las Animas,2002,2000-2004,Adult,Property,Burglary,9
Colorado,Las Animas,2003,2000-2004,Adult,Property,Burglary,9
Colorado,Las Animas,2004,2000-2004,Adult,Property,Burglary,7
Colorado,Las Animas,2005,2005-2009,Adult,Property,Burglary,15
Colorado,Las Animas,1992,1992-1994,Adult,Property,Larceny/Theft,47
Colorado,Las Animas,1993,1992-1994,Adult,Property,Larceny/Theft,21
Colorado,Las Animas,1994,1992-1994,Adult,Property,Larceny/Theft,41
Colorado,Las Animas,1995,1995-1999,Adult,Property,Larceny/Theft,32
Colorado,Las Animas,1996,1995-1999,Adult,Property,Larceny/Theft,41
Colorado,Las Animas,1997,1995-1999,Adult,Property,Larceny/Theft,36
Colorado,Las Animas,1998,1995-1999,Adult,Property,Larceny/Theft,43
Colorado,Las Animas,1999,1995-1999,Adult,Property,Larceny/Theft,87
Colorado,Las Animas,2000,2000-2004,Adult,Property,Larceny/Theft,52
Colorado,Las Animas,2002,2000-2004,Adult,Property,Larceny/Theft,48
Colorado,Las Animas,2003,2000-2004,Adult,Property,Larceny/Theft,55
Colorado,Las Animas,2004,2000-2004,Adult,Property,Larceny/Theft,58
Colorado,Las Animas,2005,2005-2009,Adult,Property,Larceny/Theft,55
Colorado,Las Animas,1992,1992-1994,Adult,Property,Motor Vehicle Theft,0
Colorado,Las Animas,1993,1992-1994,Adult,Property,Motor Vehicle Theft,2
Colorado,Las Animas,1994,1992-1994,Adult,Property,Motor Vehicle Theft,0
Colorado,Las Animas,1995,1995-1999,Adult,Property,Motor Vehicle Theft,1
Colorado,Las Animas,1996,1995-1999,Adult,Property,Motor Vehicle Theft,2
Colorado,Las Animas,1997,1995-1999,Adult,Property,Motor Vehicle Theft,3
Colorado,Las Animas,1998,1995-1999,Adult,Property,Motor Vehicle Theft,4
Colorado,Las Animas,1999,1995-1999,Adult,Property,Motor Vehicle Theft,0
Colorado,Las Animas,2000,2000-2004,Adult,Property,Motor Vehicle Theft,1
Colorado,Las Animas,2002,2000-2004,Adult,Property,Motor Vehicle Theft,0
Colorado,Las Animas,2003,2000-2004,Adult,Property,Motor Vehicle Theft,1
Colorado,Las Animas,2004,2000-2004,Adult,Property,Motor Vehicle Theft,0
Colorado,Las Animas,2005,2005-2009,Adult,Property,Motor Vehicle Theft,1
Colorado,Las Animas,1992,1992-1994,Adult,Property,Arson,1
Colorado,Las Animas,1993,1992-1994,Adult,Property,Arson,0
Colorado,Las Animas,1994,1992-1994,Adult,Property,Arson,1
Colorado,Las Animas,1995,1995-1999,Adult,Property,Arson,1
Colorado,Las Animas,1996,1995-1999,Adult,Property,Arson,2
Colorado,Las Animas,1997,1995-1999,Adult,Property,Arson,0
Colorado,Las Animas,1998,1995-1999,Adult,Property,Arson,3
Colorado,Las Animas,1999,1995-1999,Adult,Property,Arson,0
Colorado,Las Animas,2000,2000-2004,Adult,Property,Arson,0
Colorado,Las Animas,2002,2000-2004,Adult,Property,Arson,0
Colorado,Las Animas,2003,2000-2004,Adult,Property,Arson,0
Colorado,Las Animas,2004,2000-2004,Adult,Property,Arson,2
Colorado,Las Animas,2005,2005-2009,Adult,Property,Arson,1
Colorado,Las Animas,1992,1992-1994,Adult,Drug,Drugs,26
Colorado,Las Animas,1993,1992-1994,Adult,Drug,Drugs,9
Colorado,Las Animas,1995,1995-1999,Adult,Drug,Drugs,4
Colorado,Las Animas,1996,1995-1999,Adult,Drug,Drugs,8
Colorado,Las Animas,1997,1995-1999,Adult,Drug,Drugs,9
Colorado,Las Animas,1998,1995-1999,Adult,Drug,Drugs,15
Colorado,Las Animas,1999,1995-1999,Adult,Drug,Drugs,12
Colorado,Las Animas,2000,2000-2004,Adult,Drug,Drugs,14
Colorado,Las Animas,2002,2000-2004,Adult,Drug,Drugs,25
Colorado,Las Animas,2003,2000-2004,Adult,Drug,Drugs,13
Colorado,Las Animas,2004,2000-2004,Adult,Drug,Drugs,7
Colorado,Las Animas,2005,2005-2009,Adult,Drug,Drugs,11
Colorado,Lincoln,1992,1992-1994,Adult,Violent,Homicide,0
Colorado,Lincoln,1993,1992-1994,Adult,Violent,Homicide,0
Colorado,Lincoln,1994,1992-1994,Adult,Violent,Homicide,0
Colorado,Lincoln,1995,1995-1999,Adult,Violent,Homicide,0
Colorado,Lincoln,1996,1995-1999,Adult,Violent,Homicide,0
Colorado,Lincoln,1997,1995-1999,Adult,Violent,Homicide,0
Colorado,Lincoln,1998,1995-1999,Adult,Violent,Homicide,0
Colorado,Lincoln,1999,1995-1999,Adult,Violent,Homicide,0
Colorado,Lincoln,2000,2000-2004,Adult,Violent,Homicide,0
Colorado,Lincoln,2001,2000-2004,Adult,Violent,Homicide,0
Colorado,Lincoln,2002,2000-2004,Adult,Violent,Homicide,0
Colorado,Lincoln,2003,2000-2004,Adult,Violent,Homicide,0
Colorado,Lincoln,2004,2000-2004,Adult,Violent,Homicide,0
Colorado,Lincoln,2005,2005-2009,Adult,Violent,Homicide,0
Colorado,Lincoln,1992,1992-1994,Adult,Violent,Rape,0
Colorado,Lincoln,1993,1992-1994,Adult,Violent,Rape,0
Colorado,Lincoln,1994,1992-1994,Adult,Violent,Rape,0
Colorado,Lincoln,1995,1995-1999,Adult,Violent,Rape,0
Colorado,Lincoln,1996,1995-1999,Adult,Violent,Rape,2
Colorado,Lincoln,1997,1995-1999,Adult,Violent,Rape,0
Colorado,Lincoln,1998,1995-1999,Adult,Violent,Rape,0
Colorado,Lincoln,1999,1995-1999,Adult,Violent,Rape,0
Colorado,Lincoln,2000,2000-2004,Adult,Violent,Rape,0
Colorado,Lincoln,2001,2000-2004,Adult,Violent,Rape,0
Colorado,Lincoln,2002,2000-2004,Adult,Violent,Rape,0
