State,County,Yr,Year Group,Age Group,Which,Crime,Arrests
Colorado,Rio Grande,1995,1995-1999,Juvenile,Property,Arson,0
Colorado,Rio Grande,1996,1995-1999,Juvenile,Property,Arson,5
Colorado,Rio Grande,1997,1995-1999,Juvenile,Property,Arson,0
Colorado,Rio Grande,1998,1995-1999,Juvenile,Property,Arson,0
Colorado,Rio Grande,1999,1995-1999,Juvenile,Property,Arson,0
Colorado,Rio Grande,2000,2000-2004,Juvenile,Property,Arson,0
Colorado,Rio Grande,2001,2000-2004,Juvenile,Property,Arson,0
Colorado,Rio Grande,2002,2000-2004,Juvenile,Property,Arson,0
Colorado,Rio Grande,2003,2000-2004,Juvenile,Property,Arson,0
Colorado,Rio Grande,2004,2000-2004,Juvenile,Property,Arson,0
Colorado,Rio Grande,2005,2005-2009,Juvenile,Property,Arson,0
Colorado,Rio Grande,1992,1992-1994,Juvenile,Drug,Drugs,1
Colorado,Rio Grande,1993,1992-1994,Juvenile,Drug,Drugs,1
Colorado,Rio Grande,1995,1995-1999,Juvenile,Drug,Drugs,2
Colorado,Rio Grande,1996,1995-1999,Juvenile,Drug,Drugs,5
Colorado,Rio Grande,1997,1995-1999,Juvenile,Drug,Drugs,7
Colorado,Rio Grande,1998,1995-1999,Juvenile,Drug,Drugs,4
Colorado,Rio Grande,1999,1995-1999,Juvenile,Drug,Drugs,4
Colorado,Rio Grande,2000,2000-2004,Juvenile,Drug,Drugs,12
Colorado,Rio Grande,2001,2000-2004,Juvenile,Drug,Drugs,9
Colorado,Rio Grande,2002,2000-2004,Juvenile,Drug,Drugs,5
Colorado,Rio Grande,2003,2000-2004,Juvenile,Drug,Drugs,7
Colorado,Rio Grande,2004,2000-2004,Juvenile,Drug,Drugs,5
Colorado,Rio Grande,2005,2005-2009,Juvenile,Drug,Drugs,11
Colorado,Routt,1992,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Routt,1993,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Routt,1994,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Routt,1995,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Routt,1996,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Routt,1997,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Routt,1998,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Routt,1999,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Routt,2000,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Routt,2001,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Routt,2002,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Routt,2003,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Routt,2004,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Routt,2005,2005-2009,Juvenile,Violent,Homicide,0
Colorado,Routt,1992,1992-1994,Juvenile,Violent,Rape,0
Colorado,Routt,1993,1992-1994,Juvenile,Violent,Rape,0
Colorado,Routt,1994,1992-1994,Juvenile,Violent,Rape,0
Colorado,Routt,1995,1995-1999,Juvenile,Violent,Rape,0
Colorado,Routt,1996,1995-1999,Juvenile,Violent,Rape,0
Colorado,Routt,1997,1995-1999,Juvenile,Violent,Rape,0
Colorado,Routt,1998,1995-1999,Juvenile,Violent,Rape,0
Colorado,Routt,1999,1995-1999,Juvenile,Violent,Rape,0
Colorado,Routt,2000,2000-2004,Juvenile,Violent,Rape,0
Colorado,Routt,2001,2000-2004,Juvenile,Violent,Rape,0
Colorado,Routt,2002,2000-2004,Juvenile,Violent,Rape,1
Colorado,Routt,2003,2000-2004,Juvenile,Violent,Rape,0
Colorado,Routt,2004,2000-2004,Juvenile,Violent,Rape,0
Colorado,Routt,2005,2005-2009,Juvenile,Violent,Rape,0
Colorado,Routt,1992,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Routt,1993,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Routt,1994,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Routt,1995,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Routt,1996,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Routt,1997,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Routt,1998,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Routt,1999,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Routt,2000,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Routt,2001,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Routt,2002,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Routt,2003,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Routt,2004,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Routt,2005,2005-2009,Juvenile,Violent,Robbery,1
Colorado,Routt,1992,1992-1994,Juvenile,Violent,Aggravated Assault,1
Colorado,Routt,1993,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,1994,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,1995,1995-1999,Juvenile,Violent,Aggravated Assault,1
Colorado,Routt,1996,1995-1999,Juvenile,Violent,Aggravated Assault,1
Colorado,Routt,1997,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,1998,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,1999,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,2000,2000-2004,Juvenile,Violent,Aggravated Assault,4
Colorado,Routt,2001,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,Routt,2002,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,2003,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,2004,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,Routt,2005,2005-2009,Juvenile,Violent,Aggravated Assault,1
Colorado,Routt,1992,1992-1994,Juvenile,Property,Burglary,7
Colorado,Routt,1993,1992-1994,Juvenile,Property,Burglary,4
Colorado,Routt,1994,1992-1994,Juvenile,Property,Burglary,1
Colorado,Routt,1995,1995-1999,Juvenile,Property,Burglary,0
Colorado,Routt,1996,1995-1999,Juvenile,Property,Burglary,7
Colorado,Routt,1997,1995-1999,Juvenile,Property,Burglary,3
Colorado,Routt,1998,1995-1999,Juvenile,Property,Burglary,2
Colorado,Routt,1999,1995-1999,Juvenile,Property,Burglary,9
Colorado,Routt,2000,2000-2004,Juvenile,Property,Burglary,7
Colorado,Routt,2001,2000-2004,Juvenile,Property,Burglary,2
Colorado,Routt,2002,2000-2004,Juvenile,Property,Burglary,6
Colorado,Routt,2003,2000-2004,Juvenile,Property,Burglary,3
Colorado,Routt,2004,2000-2004,Juvenile,Property,Burglary,0
Colorado,Routt,2005,2005-2009,Juvenile,Property,Burglary,3
Colorado,Routt,1992,1992-1994,Juvenile,Property,Larceny/Theft,13
Colorado,Routt,1993,1992-1994,Juvenile,Property,Larceny/Theft,21
Colorado,Routt,1994,1992-1994,Juvenile,Property,Larceny/Theft,22
Colorado,Routt,1995,1995-1999,Juvenile,Property,Larceny/Theft,23
Colorado,Routt,1996,1995-1999,Juvenile,Property,Larceny/Theft,30
Colorado,Routt,1997,1995-1999,Juvenile,Property,Larceny/Theft,25
Colorado,Routt,1998,1995-1999,Juvenile,Property,Larceny/Theft,14
Colorado,Routt,1999,1995-1999,Juvenile,Property,Larceny/Theft,17
Colorado,Routt,2000,2000-2004,Juvenile,Property,Larceny/Theft,12
Colorado,Routt,2001,2000-2004,Juvenile,Property,Larceny/Theft,14
Colorado,Routt,2002,2000-2004,Juvenile,Property,Larceny/Theft,25
Colorado,Routt,2003,2000-2004,Juvenile,Property,Larceny/Theft,26
Colorado,Routt,2004,2000-2004,Juvenile,Property,Larceny/Theft,14
Colorado,Routt,2005,2005-2009,Juvenile,Property,Larceny/Theft,21
Colorado,Routt,1992,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,1993,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,1994,1992-1994,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Routt,1995,1995-1999,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Routt,1996,1995-1999,Juvenile,Property,Motor Vehicle Theft,4
Colorado,Routt,1997,1995-1999,Juvenile,Property,Motor Vehicle Theft,3
Colorado,Routt,1998,1995-1999,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Routt,1999,1995-1999,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Routt,2000,2000-2004,Juvenile,Property,Motor Vehicle Theft,6
Colorado,Routt,2001,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,2002,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,2003,2000-2004,Juvenile,Property,Motor Vehicle Theft,6
Colorado,Routt,2004,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,2005,2005-2009,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Routt,1992,1992-1994,Juvenile,Property,Arson,0
Colorado,Routt,1993,1992-1994,Juvenile,Property,Arson,0
Colorado,Routt,1994,1992-1994,Juvenile,Property,Arson,0
Colorado,Routt,1995,1995-1999,Juvenile,Property,Arson,0
Colorado,Routt,1996,1995-1999,Juvenile,Property,Arson,0
Colorado,Routt,1997,1995-1999,Juvenile,Property,Arson,0
Colorado,Routt,1998,1995-1999,Juvenile,Property,Arson,0
Colorado,Routt,1999,1995-1999,Juvenile,Property,Arson,0
Colorado,Routt,2000,2000-2004,Juvenile,Property,Arson,4
Colorado,Routt,2001,2000-2004,Juvenile,Property,Arson,0
Colorado,Routt,2002,2000-2004,Juvenile,Property,Arson,2
Colorado,Routt,2003,2000-2004,Juvenile,Property,Arson,0
Colorado,Routt,2004,2000-2004,Juvenile,Property,Arson,0
Colorado,Routt,2005,2005-2009,Juvenile,Property,Arson,0
Colorado,Routt,1992,1992-1994,Juvenile,Drug,Drugs,0
Colorado,Routt,1993,1992-1994,Juvenile,Drug,Drugs,6
Colorado,Routt,1995,1995-1999,Juvenile,Drug,Drugs,8
Colorado,Routt,1996,1995-1999,Juvenile,Drug,Drugs,4
Colorado,Routt,1997,1995-1999,Juvenile,Drug,Drugs,4
Colorado,Routt,1998,1995-1999,Juvenile,Drug,Drugs,1
Colorado,Routt,1999,1995-1999,Juvenile,Drug,Drugs,1
Colorado,Routt,2000,2000-2004,Juvenile,Drug,Drugs,8
Colorado,Routt,2001,2000-2004,Juvenile,Drug,Drugs,13
Colorado,Routt,2002,2000-2004,Juvenile,Drug,Drugs,18
Colorado,Routt,2003,2000-2004,Juvenile,Drug,Drugs,15
Colorado,Routt,2004,2000-2004,Juvenile,Drug,Drugs,7
Colorado,Routt,2005,2005-2009,Juvenile,Drug,Drugs,7
Colorado,Saguache,1992,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Saguache,1993,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Saguache,1994,1992-1994,Juvenile,Violent,Homicide,0
Colorado,Saguache,1995,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Saguache,1996,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Saguache,1997,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Saguache,1998,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Saguache,1999,1995-1999,Juvenile,Violent,Homicide,0
Colorado,Saguache,2000,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Saguache,2001,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Saguache,2002,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Saguache,2003,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Saguache,2004,2000-2004,Juvenile,Violent,Homicide,0
Colorado,Saguache,2005,2005-2009,Juvenile,Violent,Homicide,0
Colorado,Saguache,1992,1992-1994,Juvenile,Violent,Rape,0
Colorado,Saguache,1993,1992-1994,Juvenile,Violent,Rape,0
Colorado,Saguache,1994,1992-1994,Juvenile,Violent,Rape,0
Colorado,Saguache,1995,1995-1999,Juvenile,Violent,Rape,0
Colorado,Saguache,1996,1995-1999,Juvenile,Violent,Rape,0
Colorado,Saguache,1997,1995-1999,Juvenile,Violent,Rape,0
Colorado,Saguache,1998,1995-1999,Juvenile,Violent,Rape,0
Colorado,Saguache,1999,1995-1999,Juvenile,Violent,Rape,0
Colorado,Saguache,2000,2000-2004,Juvenile,Violent,Rape,0
Colorado,Saguache,2001,2000-2004,Juvenile,Violent,Rape,1
Colorado,Saguache,2002,2000-2004,Juvenile,Violent,Rape,0
Colorado,Saguache,2003,2000-2004,Juvenile,Violent,Rape,0
Colorado,Saguache,2004,2000-2004,Juvenile,Violent,Rape,0
Colorado,Saguache,2005,2005-2009,Juvenile,Violent,Rape,1
Colorado,Saguache,1992,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Saguache,1993,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Saguache,1994,1992-1994,Juvenile,Violent,Robbery,0
Colorado,Saguache,1995,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Saguache,1996,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Saguache,1997,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Saguache,1998,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Saguache,1999,1995-1999,Juvenile,Violent,Robbery,0
Colorado,Saguache,2000,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Saguache,2001,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Saguache,2002,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Saguache,2003,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Saguache,2004,2000-2004,Juvenile,Violent,Robbery,0
Colorado,Saguache,2005,2005-2009,Juvenile,Violent,Robbery,0
Colorado,Saguache,1992,1992-1994,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,1993,1992-1994,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,1994,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,Saguache,1995,1995-1999,Juvenile,Violent,Aggravated Assault,3
Colorado,Saguache,1996,1995-1999,Juvenile,Violent,Aggravated Assault,6
Colorado,Saguache,1997,1995-1999,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,1998,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,Saguache,1999,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,Saguache,2000,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,2001,2000-2004,Juvenile,Violent,Aggravated Assault,2
Colorado,Saguache,2002,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,2003,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,2004,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,Saguache,2005,2005-2009,Juvenile,Violent,Aggravated Assault,1
Colorado,Saguache,1992,1992-1994,Juvenile,Property,Burglary,0
Colorado,Saguache,1993,1992-1994,Juvenile,Property,Burglary,5
Colorado,Saguache,1994,1992-1994,Juvenile,Property,Burglary,6
Colorado,Saguache,1995,1995-1999,Juvenile,Property,Burglary,0
Colorado,Saguache,1996,1995-1999,Juvenile,Property,Burglary,10
Colorado,Saguache,1997,1995-1999,Juvenile,Property,Burglary,2
Colorado,Saguache,1998,1995-1999,Juvenile,Property,Burglary,1
Colorado,Saguache,1999,1995-1999,Juvenile,Property,Burglary,1
Colorado,Saguache,2000,2000-2004,Juvenile,Property,Burglary,6
Colorado,Saguache,2001,2000-2004,Juvenile,Property,Burglary,0
Colorado,Saguache,2002,2000-2004,Juvenile,Property,Burglary,0
Colorado,Saguache,2003,2000-2004,Juvenile,Property,Burglary,8
Colorado,Saguache,2004,2000-2004,Juvenile,Property,Burglary,0
Colorado,Saguache,2005,2005-2009,Juvenile,Property,Burglary,0
Colorado,Saguache,1992,1992-1994,Juvenile,Property,Larceny/Theft,4
Colorado,Saguache,1993,1992-1994,Juvenile,Property,Larceny/Theft,0
Colorado,Saguache,1994,1992-1994,Juvenile,Property,Larceny/Theft,3
Colorado,Saguache,1995,1995-1999,Juvenile,Property,Larceny/Theft,6
Colorado,Saguache,1996,1995-1999,Juvenile,Property,Larceny/Theft,6
Colorado,Saguache,1997,1995-1999,Juvenile,Property,Larceny/Theft,9
Colorado,Saguache,1998,1995-1999,Juvenile,Property,Larceny/Theft,2
Colorado,Saguache,1999,1995-1999,Juvenile,Property,Larceny/Theft,1
Colorado,Saguache,2000,2000-2004,Juvenile,Property,Larceny/Theft,0
Colorado,Saguache,2001,2000-2004,Juvenile,Property,Larceny/Theft,4
Colorado,Saguache,2002,2000-2004,Juvenile,Property,Larceny/Theft,3
Colorado,Saguache,2003,2000-2004,Juvenile,Property,Larceny/Theft,0
Colorado,Saguache,2004,2000-2004,Juvenile,Property,Larceny/Theft,3
Colorado,Saguache,2005,2005-2009,Juvenile,Property,Larceny/Theft,3
Colorado,Saguache,1992,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,1993,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,1994,1992-1994,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Saguache,1995,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,1996,1995-1999,Juvenile,Property,Motor Vehicle Theft,3
Colorado,Saguache,1997,1995-1999,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Saguache,1998,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,1999,1995-1999,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Saguache,2000,2000-2004,Juvenile,Property,Motor Vehicle Theft,10
Colorado,Saguache,2001,2000-2004,Juvenile,Property,Motor Vehicle Theft,1
Colorado,Saguache,2002,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,2003,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,2004,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,2005,2005-2009,Juvenile,Property,Motor Vehicle Theft,0
Colorado,Saguache,1992,1992-1994,Juvenile,Property,Arson,0
Colorado,Saguache,1993,1992-1994,Juvenile,Property,Arson,0
Colorado,Saguache,1994,1992-1994,Juvenile,Property,Arson,0
Colorado,Saguache,1995,1995-1999,Juvenile,Property,Arson,0
Colorado,Saguache,1996,1995-1999,Juvenile,Property,Arson,0
Colorado,Saguache,1997,1995-1999,Juvenile,Property,Arson,0
Colorado,Saguache,1998,1995-1999,Juvenile,Property,Arson,0
Colorado,Saguache,1999,1995-1999,Juvenile,Property,Arson,0
Colorado,Saguache,2000,2000-2004,Juvenile,Property,Arson,0
Colorado,Saguache,2001,2000-2004,Juvenile,Property,Arson,0
Colorado,Saguache,2002,2000-2004,Juvenile,Property,Arson,0
Colorado,Saguache,2003,2000-2004,Juvenile,Property,Arson,0
Colorado,Saguache,2004,2000-2004,Juvenile,Property,Arson,0
Colorado,Saguache,2005,2005-2009,Juvenile,Property,Arson,0
Colorado,Saguache,1992,1992-1994,Juvenile,Drug,Drugs,0
Colorado,Saguache,1993,1992-1994,Juvenile,Drug,Drugs,0
Colorado,Saguache,1995,1995-1999,Juvenile,Drug,Drugs,0
Colorado,Saguache,1996,1995-1999,Juvenile,Drug,Drugs,1
Colorado,Saguache,1997,1995-1999,Juvenile,Drug,Drugs,4
Colorado,Saguache,1998,1995-1999,Juvenile,Drug,Drugs,1
Colorado,Saguache,1999,1995-1999,Juvenile,Drug,Drugs,3
Colorado,Saguache,2000,2000-2004,Juvenile,Drug,Drugs,0
Colorado,Saguache,2001,2000-2004,Juvenile,Drug,Drugs,3
Colorado,Saguache,2002,2000-2004,Juvenile,Drug,Drugs,2
Colorado,Saguache,2003,2000-2004,Juvenile,Drug,Drugs,7
Colorado,Saguache,2004,2000-2004,Juvenile,Drug,Drugs,2
Colorado,Saguache,2005,2005-2009,Juvenile,Drug,Drugs,0
Colorado,San Juan,1992,1992-1994,Juvenile,Violent,Homicide,0
Colorado,San Juan,1993,1992-1994,Juvenile,Violent,Homicide,0
Colorado,San Juan,1994,1992-1994,Juvenile,Violent,Homicide,0
Colorado,San Juan,1995,1995-1999,Juvenile,Violent,Homicide,0
Colorado,San Juan,1996,1995-1999,Juvenile,Violent,Homicide,0
Colorado,San Juan,1997,1995-1999,Juvenile,Violent,Homicide,0
Colorado,San Juan,1998,1995-1999,Juvenile,Violent,Homicide,0
Colorado,San Juan,1999,1995-1999,Juvenile,Violent,Homicide,0
Colorado,San Juan,2000,2000-2004,Juvenile,Violent,Homicide,0
Colorado,San Juan,2001,2000-2004,Juvenile,Violent,Homicide,0
Colorado,San Juan,2002,2000-2004,Juvenile,Violent,Homicide,0
Colorado,San Juan,2003,2000-2004,Juvenile,Violent,Homicide,0
Colorado,San Juan,2004,2000-2004,Juvenile,Violent,Homicide,0
Colorado,San Juan,2005,2005-2009,Juvenile,Violent,Homicide,0
Colorado,San Juan,1992,1992-1994,Juvenile,Violent,Rape,0
Colorado,San Juan,1993,1992-1994,Juvenile,Violent,Rape,0
Colorado,San Juan,1994,1992-1994,Juvenile,Violent,Rape,0
Colorado,San Juan,1995,1995-1999,Juvenile,Violent,Rape,0
Colorado,San Juan,1996,1995-1999,Juvenile,Violent,Rape,0
Colorado,San Juan,1997,1995-1999,Juvenile,Violent,Rape,0
Colorado,San Juan,1998,1995-1999,Juvenile,Violent,Rape,0
Colorado,San Juan,1999,1995-1999,Juvenile,Violent,Rape,0
Colorado,San Juan,2000,2000-2004,Juvenile,Violent,Rape,0
Colorado,San Juan,2001,2000-2004,Juvenile,Violent,Rape,0
Colorado,San Juan,2002,2000-2004,Juvenile,Violent,Rape,0
Colorado,San Juan,2003,2000-2004,Juvenile,Violent,Rape,0
Colorado,San Juan,2004,2000-2004,Juvenile,Violent,Rape,0
Colorado,San Juan,2005,2005-2009,Juvenile,Violent,Rape,0
Colorado,San Juan,1992,1992-1994,Juvenile,Violent,Robbery,0
Colorado,San Juan,1993,1992-1994,Juvenile,Violent,Robbery,0
Colorado,San Juan,1994,1992-1994,Juvenile,Violent,Robbery,0
Colorado,San Juan,1995,1995-1999,Juvenile,Violent,Robbery,0
Colorado,San Juan,1996,1995-1999,Juvenile,Violent,Robbery,0
Colorado,San Juan,1997,1995-1999,Juvenile,Violent,Robbery,0
Colorado,San Juan,1998,1995-1999,Juvenile,Violent,Robbery,0
Colorado,San Juan,1999,1995-1999,Juvenile,Violent,Robbery,0
Colorado,San Juan,2000,2000-2004,Juvenile,Violent,Robbery,0
Colorado,San Juan,2001,2000-2004,Juvenile,Violent,Robbery,0
Colorado,San Juan,2002,2000-2004,Juvenile,Violent,Robbery,0
Colorado,San Juan,2003,2000-2004,Juvenile,Violent,Robbery,0
Colorado,San Juan,2004,2000-2004,Juvenile,Violent,Robbery,0
Colorado,San Juan,2005,2005-2009,Juvenile,Violent,Robbery,0
Colorado,San Juan,1992,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1993,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1994,1992-1994,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1995,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1996,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1997,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1998,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1999,1995-1999,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,2000,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,2001,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,San Juan,2002,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,San Juan,2003,2000-2004,Juvenile,Violent,Aggravated Assault,1
Colorado,San Juan,2004,2000-2004,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,2005,2005-2009,Juvenile,Violent,Aggravated Assault,0
Colorado,San Juan,1992,1992-1994,Juvenile,Property,Burglary,0
Colorado,San Juan,1993,1992-1994,Juvenile,Property,Burglary,0
Colorado,San Juan,1994,1992-1994,Juvenile,Property,Burglary,2
Colorado,San Juan,1995,1995-1999,Juvenile,Property,Burglary,0
Colorado,San Juan,1996,1995-1999,Juvenile,Property,Burglary,2
Colorado,San Juan,1997,1995-1999,Juvenile,Property,Burglary,1
Colorado,San Juan,1998,1995-1999,Juvenile,Property,Burglary,0
Colorado,San Juan,1999,1995-1999,Juvenile,Property,Burglary,0
Colorado,San Juan,2000,2000-2004,Juvenile,Property,Burglary,0
Colorado,San Juan,2001,2000-2004,Juvenile,Property,Burglary,0
Colorado,San Juan,2002,2000-2004,Juvenile,Property,Burglary,0
Colorado,San Juan,2003,2000-2004,Juvenile,Property,Burglary,0
Colorado,San Juan,2004,2000-2004,Juvenile,Property,Burglary,0
Colorado,San Juan,2005,2005-2009,Juvenile,Property,Burglary,0
Colorado,San Juan,1992,1992-1994,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1993,1992-1994,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1994,1992-1994,Juvenile,Property,Larceny/Theft,2
Colorado,San Juan,1995,1995-1999,Juvenile,Property,Larceny/Theft,2
Colorado,San Juan,1996,1995-1999,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1997,1995-1999,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1998,1995-1999,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1999,1995-1999,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,2000,2000-2004,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,2001,2000-2004,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,2002,2000-2004,Juvenile,Property,Larceny/Theft,1
Colorado,San Juan,2003,2000-2004,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,2004,2000-2004,Juvenile,Property,Larceny/Theft,2
Colorado,San Juan,2005,2005-2009,Juvenile,Property,Larceny/Theft,0
Colorado,San Juan,1992,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1993,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1994,1992-1994,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1995,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1996,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1997,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1998,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1999,1995-1999,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2000,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2001,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2002,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2003,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2004,2000-2004,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,2005,2005-2009,Juvenile,Property,Motor Vehicle Theft,0
Colorado,San Juan,1992,1992-1994,Juvenile,Property,Arson,0
Colorado,San Juan,1993,1992-1994,Juvenile,Property,Arson,0
Colorado,San Juan,1994,1992-1994,Juvenile,Property,Arson,0
Colorado,San Juan,1995,1995-1999,Juvenile,Property,Arson,0
Colorado,San Juan,1996,1995-1999,Juvenile,Property,Arson,0
Colorado,San Juan,1997,1995-1999,Juvenile,Property,Arson,0
Colorado,San Juan,1998,1995-1999,Juvenile,Property,Arson,0
